rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
4,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.215620,0.215620,0.215620,136.165903,1.056179
5,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.216030,0.216030,0.216030,135.907726,1.058187
6,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,8,0,0,named-barrier,1,0.217429,0.217429,0.217429,135.032963,1.065040
7,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.224017,0.224017,0.224017,131.062013,1.097310
8,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.231765,0.231765,0.231765,126.680414,1.135263
9,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.239479,0.239479,0.239479,122.599772,1.173048
10,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.241801,0.241801,0.241801,121.422926,1.184422
11,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.254805,0.254805,0.254805,115.225723,1.248120
12,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.268766,0.268766,0.268766,109.240538,1.316506
13,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,2,0,0,named-barrier,1,0.310955,0.310955,0.310955,94.419321,1.523162
14,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,4,0,0,named-barrier,1,0.311057,0.311057,0.311057,94.388238,1.523661
15,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.311228,0.311228,0.311228,94.336476,1.524499
16,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,2,0,0,named-barrier,1,0.311433,0.311433,0.311433,94.274448,1.525503
17,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,8,0,0,named-barrier,1,0.311808,0.311808,0.311808,94.160914,1.527340
18,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.312013,0.312013,0.312013,94.099116,1.528344
19,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.312525,0.312525,0.312525,93.944955,1.530852
20,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.312593,0.312593,0.312593,93.924436,1.531185
21,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.312695,0.312695,0.312695,93.893678,1.531685
22,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,2,0,0,named-barrier,1,0.313105,0.313105,0.313105,93.770846,1.533693
23,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,2,0,0,named-barrier,1,0.313617,0.313617,0.313617,93.617758,1.536201
24,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.314129,0.314129,0.314129,93.465178,1.538709
25,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.314129,0.314129,0.314129,93.465178,1.538709
26,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,8,0,0,named-barrier,1,0.314266,0.314266,0.314266,93.424566,1.539380
27,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.314573,0.314573,0.314573,93.333330,1.540884
28,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.314880,0.314880,0.314880,93.242281,1.542388
29,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,16,0,0,named-barrier,1,0.315085,0.315085,0.315085,93.181666,1.543392
30,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.316553,0.316553,0.316553,92.749618,1.550583
31,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.316621,0.316621,0.316621,92.729626,1.550916
32,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,4,0,0,named-barrier,1,0.317338,0.317338,0.317338,92.520167,1.554428
33,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,2,0,0,named-barrier,1,0.317440,0.317440,0.317440,92.490322,1.554927
34,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,2,0,0,named-barrier,1,0.317440,0.317440,0.317440,92.490322,1.554927
35,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.317474,0.317474,0.317474,92.480372,1.555094
36,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.317747,0.317747,0.317747,92.400901,1.556431
37,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,16,0,0,named-barrier,1,0.318225,0.318225,0.318225,92.262150,1.558773
38,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,8,0,0,named-barrier,1,0.318703,0.318703,0.318703,92.123816,1.561114
39,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,4,0,0,named-barrier,1,0.319317,0.319317,0.319317,91.946550,1.564122
40,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.319386,0.319386,0.319386,91.926903,1.564460
41,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.319761,0.319761,0.319761,91.818958,1.566297
42,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.320410,0.320410,0.320410,91.633102,1.569476
43,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,16,0,0,named-barrier,1,0.320546,0.320546,0.320546,91.594083,1.570142
44,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,4,0,0,named-barrier,1,0.321092,0.321092,0.321092,91.438296,1.572816
45,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,16,0,0,named-barrier,1,0.321741,0.321741,0.321741,91.253985,1.575995
46,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.322253,0.322253,0.322253,91.108990,1.578503
47,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.322492,0.322492,0.322492,91.041490,1.579674
48,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,2,0,0,named-barrier,1,0.322901,0.322901,0.322901,90.926003,1.581677
49,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.323686,0.323686,0.323686,90.705467,1.585522
50,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.324164,0.324164,0.324164,90.571758,1.587864
51,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,8,0,0,named-barrier,1,0.326178,0.326178,0.326178,90.012558,1.597729
52,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,4,0,0,named-barrier,1,0.327031,0.327031,0.327031,89.777686,1.601907
53,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,16,0,0,named-barrier,1,0.327305,0.327305,0.327305,89.702790,1.603250
54,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.327646,0.327646,0.327646,89.609334,1.604920
55,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.328567,0.328567,0.328567,89.357986,1.609431
56,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,16,0,0,named-barrier,1,0.328738,0.328738,0.328738,89.311593,1.610269
57,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.330547,0.330547,0.330547,88.822797,1.619130
58,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,16,0,0,named-barrier,1,0.340855,0.340855,0.340855,86.136588,1.669622
59,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.344986,0.344986,0.344986,85.105371,1.689857
60,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.345975,0.345975,0.345975,84.861880,1.694701
61,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,16,0,0,named-barrier,1,0.347375,0.347375,0.347375,84.519993,1.701559
62,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.348194,0.348194,0.348194,84.321148,1.705571
63,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,4,0,0,named-barrier,1,0.350447,0.350447,0.350447,83.779104,1.716607
64,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.352017,0.352017,0.352017,83.405416,1.724297
65,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.354714,0.354714,0.354714,82.771365,1.737508
66,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.360448,0.360448,0.360448,81.454545,1.765595
67,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.391578,0.391578,0.391578,74.979079,1.918080
68,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.458206,0.458206,0.458206,64.076284,2.244447
69,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.501658,0.501658,0.501658,58.526229,2.457289
70,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.509474,0.509474,0.509474,57.628304,2.495574
71,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.531388,0.531388,0.531388,55.251797,2.602916
72,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.656691,0.656691,0.656691,44.709185,3.216693
1,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.310306,0.310306,0.310306,108.133319,1.000000
2,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,2,0,0,named-barrier,1,0.311228,0.311228,0.311228,107.813115,1.002971
3,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.311262,0.311262,0.311262,107.801295,1.003081
4,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,2,0,0,named-barrier,1,0.313344,0.313344,0.313344,107.084967,1.009790
5,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.313958,0.313958,0.313958,106.875416,1.011769
6,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,4,0,0,named-barrier,1,0.314675,0.314675,0.314675,106.631952,1.014080
7,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.316450,0.316450,0.316450,106.033874,1.019800
8,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.317065,0.317065,0.317065,105.828392,1.021782
9,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,8,0,0,named-barrier,1,0.317372,0.317372,0.317372,105.725965,1.022771
10,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,4,0,0,named-barrier,1,0.317440,0.317440,0.317440,105.703225,1.022990
11,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.317918,0.317918,0.317918,105.544346,1.024531
12,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.317952,0.317952,0.317952,105.533009,1.024640
13,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,2,0,0,named-barrier,1,0.318123,0.318123,0.318123,105.476389,1.025191
14,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.318635,0.318635,0.318635,105.306912,1.026841
15,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.319317,0.319317,0.319317,105.081772,1.029039
16,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.320000,0.320000,0.320000,104.857593,1.031240
17,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.320512,0.320512,0.320512,104.690097,1.032890
18,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.320683,0.320683,0.320683,104.634387,1.033441
19,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.321741,0.321741,0.321741,104.290269,1.036851
20,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.322321,0.322321,0.322321,104.102513,1.038720
21,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.322628,0.322628,0.322628,104.003378,1.039709
22,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.322833,0.322833,0.322833,103.937409,1.040370
23,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.323652,0.323652,0.323652,103.674330,1.043009
24,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.325018,0.325018,0.325018,103.238815,1.047411
25,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.326383,0.326383,0.326383,102.806944,1.051810
26,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.326622,0.326622,0.326622,102.731731,1.052580
27,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.327236,0.327236,0.327236,102.538855,1.054559
28,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.327441,0.327441,0.327441,102.474721,1.055220
29,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.327612,0.327612,0.327612,102.421334,1.055771
30,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.327782,0.327782,0.327782,102.368003,1.056319
31,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.327885,0.327885,0.327885,102.336042,1.056651
32,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.328021,0.328021,0.328021,102.293440,1.057089
33,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.328533,0.328533,0.328533,102.134030,1.058739
34,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.329660,0.329660,0.329660,101.785040,1.062371
35,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.330001,0.330001,0.330001,101.679772,1.063470
36,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.330923,0.330923,0.330923,101.396597,1.066441
37,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.331810,0.331810,0.331810,101.125404,1.069299
38,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.332459,0.332459,0.332459,100.928138,1.071391
39,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.334165,0.334165,0.334165,100.412675,1.076889
40,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.334507,0.334507,0.334507,100.310206,1.077991
41,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.335940,0.335940,0.335940,99.882136,1.082609
42,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.336452,0.336452,0.336452,99.730138,1.084259
43,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.341129,0.341129,0.341129,98.363019,1.099331
44,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.347750,0.347750,0.347750,96.489989,1.120668
45,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.350379,0.350379,0.350379,95.766197,1.129140
46,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.350447,0.350447,0.350447,95.747547,1.129359
47,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.351164,0.351164,0.351164,95.552096,1.131670
48,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.355840,0.355840,0.355840,94.296396,1.146739
49,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.356352,0.356352,0.356352,94.160919,1.148389
50,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.358673,0.358673,0.358673,93.551580,1.155869
51,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.364681,0.364681,0.364681,92.010477,1.175230
52,fwht,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.381542,0.381542,0.381542,87.944180,1.229567
1,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.313344,0.313344,0.313344,120.470588,1.000000
2,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.314641,0.314641,0.314641,119.973967,1.004139
3,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.315665,0.315665,0.315665,119.584775,1.007407
4,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.316245,0.316245,0.316245,119.365348,1.009258
5,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.316518,0.316518,0.316518,119.262376,1.010129
6,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.316689,0.316689,0.316689,119.198100,1.010675
7,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.319113,0.319113,0.319113,118.292874,1.018411
8,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.319863,0.319863,0.319863,118.015152,1.020805
9,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.319863,0.319863,0.319863,118.015152,1.020805
10,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.321536,0.321536,0.321536,117.401272,1.026144
11,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.322492,0.322492,0.322492,117.053344,1.029195
12,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.323209,0.323209,0.323209,116.793756,1.031483
13,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.326554,0.326554,0.326554,115.597361,1.042158
14,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.327612,0.327612,0.327612,115.224001,1.045535
15,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.328090,0.328090,0.328090,115.056182,1.047060
16,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.331298,0.331298,0.331298,113.941888,1.057298
17,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.332698,0.332698,0.332698,113.462604,1.061766
18,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.333892,0.333892,0.333892,113.056628,1.065576
19,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.341265,0.341265,0.341265,110.614118,1.089107
20,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.347273,0.347273,0.347273,108.700615,1.108280
21,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.348160,0.348160,0.348160,108.423530,1.111111
22,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.355499,0.355499,0.355499,106.185308,1.134533
23,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.359253,0.359253,0.359253,105.075530,1.146513
24,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.384205,0.384205,0.384205,98.251598,1.226144
1,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.319215,0.319215,0.319215,131.394351,1.000000
2,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.327100,0.327100,0.327100,128.227066,1.024701
3,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.341197,0.341197,0.341197,122.929170,1.068863
4,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.381815,0.381815,0.381815,109.851601,1.196106
1,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.162679,0.162679,0.162679,154.695765,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.170837,0.170837,0.170837,147.308683,1.050148
3,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,16,0,0,named-barrier,1,0.181897,0.181897,0.181897,138.352419,1.118134
4,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,16,0,0,named-barrier,1,0.185856,0.185856,0.185856,135.404959,1.142471
5,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.189781,0.189781,0.189781,132.604313,1.166598
6,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.190089,0.190089,0.190089,132.390022,1.168491
7,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,16,0,0,named-barrier,1,0.197359,0.197359,0.197359,127.512979,1.213181
8,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,16,0,0,named-barrier,1,0.213060,0.213060,0.213060,118.115984,1.309696
