rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
1,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,0,0,named-barrier,1,0.379870,0.379870,0.379870,66.248538,1.000000
2,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,5,0,0,named-barrier,1,0.388403,0.388403,0.388403,64.793039,1.022463
3,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,0,0,named-barrier,1,0.389188,0.389188,0.389188,64.662341,1.024529
4,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,0,0,named-barrier,1,0.392294,0.392294,0.392294,64.150351,1.032706
5,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,5,0,0,named-barrier,1,0.395435,0.395435,0.395435,63.640913,1.040975
6,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,6,0,0,named-barrier,1,0.397892,0.397892,0.397892,63.247834,1.047443
7,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,5,0,0,named-barrier,1,0.400623,0.400623,0.400623,62.816733,1.054632
8,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,7,0,0,named-barrier,1,0.402125,0.402125,0.402125,62.582125,1.058586
9,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,7,0,0,named-barrier,1,0.402739,0.402739,0.402739,62.486652,1.060202
10,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,7,0,0,named-barrier,1,0.404992,0.404992,0.404992,62.139062,1.066133
11,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,7,0,0,named-barrier,1,0.405606,0.405606,0.405606,62.044940,1.067749
12,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,7,0,0,named-barrier,1,0.407415,0.407415,0.407415,61.769440,1.072512
13,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,6,0,0,named-barrier,1,0.408951,0.408951,0.408951,61.537435,1.076555
14,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,6,0,0,named-barrier,1,0.411648,0.411648,0.411648,61.134332,1.083655
15,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,5,0,0,named-barrier,1,0.411989,0.411989,0.411989,61.083679,1.084553
16,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,5,0,0,named-barrier,1,0.419021,0.419021,0.419021,60.058651,1.103064
17,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,7,0,0,named-barrier,1,0.421376,0.421376,0.421376,59.722962,1.109264
18,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,0,0,named-barrier,1,0.424107,0.424107,0.424107,59.338432,1.116453
19,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,5,0,0,named-barrier,1,0.432026,0.432026,0.432026,58.250773,1.137300
20,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,6,0,0,named-barrier,1,0.452779,0.452779,0.452779,55.580852,1.191931
21,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,5,0,0,named-barrier,1,0.470562,0.470562,0.470562,53.480343,1.238745
22,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,7,0,0,named-barrier,1,0.506641,0.506641,0.506641,49.671897,1.333722
23,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,5,0,0,named-barrier,1,0.527394,0.527394,0.527394,47.717301,1.388354
24,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,7,0,0,named-barrier,1,0.542003,0.542003,0.542003,46.431134,1.426812
25,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.594466,0.594466,0.594466,42.333485,1.564920
26,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.595934,0.595934,0.595934,42.229224,1.568784
27,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.597675,0.597675,0.597675,42.106225,1.573367
28,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.598391,0.598391,0.598391,42.055786,1.575252
29,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.602897,0.602897,0.602897,41.741495,1.587114
30,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.608427,0.608427,0.608427,41.362130,1.601672
31,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.703590,0.703590,0.703590,35.767720,1.852186
32,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.774246,0.774246,0.774246,32.503637,2.038187
33,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.932966,0.932966,0.932966,26.973987,2.456014
34,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.940066,0.940066,0.940066,26.770269,2.474705
35,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.952286,0.952286,0.952286,26.426753,2.506873
36,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.955597,0.955597,0.955597,26.335191,2.515590
37,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.963925,0.963925,0.963925,26.107648,2.537513
38,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.993280,0.993280,0.993280,25.336081,2.614789
39,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,0,0,named-barrier,1,1.068544,1.068544,1.068544,23.551509,2.812920
40,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,9,0,0,named-barrier,1,1.154935,1.154935,1.154935,21.789809,3.040343
41,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,0,0,named-barrier,1,1.683900,1.683900,1.683900,14.944967,4.432832
42,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,10,0,0,named-barrier,1,1.687313,1.687313,1.687313,14.914733,4.441817
43,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,0,0,named-barrier,1,1.697621,1.697621,1.697621,14.824169,4.468953
44,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,0,0,named-barrier,1,1.726601,1.726601,1.726601,14.575360,4.545242
45,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,10,0,0,named-barrier,1,1.738035,1.738035,1.738035,14.479467,4.575342
46,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,0,0,named-barrier,1,1.748480,1.748480,1.748480,14.392972,4.602838
47,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,10,0,0,named-barrier,1,1.819204,1.819204,1.819204,13.833424,4.789017
48,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,10,0,0,named-barrier,1,1.834496,1.834496,1.834496,13.718113,4.829273
1,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,0,0,named-barrier,1,0.442846,0.442846,0.442846,66.298754,1.000000
2,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,5,0,0,named-barrier,1,0.450662,0.450662,0.450662,65.148829,1.017649
3,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,6,0,0,named-barrier,1,0.457421,0.457421,0.457421,64.186255,1.032912
4,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,6,0,0,named-barrier,1,0.457796,0.457796,0.457796,64.133615,1.033759
5,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,6,0,0,named-barrier,1,0.468480,0.468480,0.468480,62.671035,1.057885
6,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,5,0,0,named-barrier,1,0.480290,0.480290,0.480290,61.129986,1.084553
7,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,6,0,0,named-barrier,1,0.480597,0.480597,0.480597,61.090907,1.085246
8,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,7,0,0,named-barrier,1,0.485342,0.485342,0.485342,60.493704,1.095961
9,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,7,0,0,named-barrier,1,0.487834,0.487834,0.487834,60.184720,1.101588
10,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.491042,0.491042,0.491042,59.791463,1.108832
11,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.491452,0.491452,0.491452,59.741630,1.109758
12,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,5,0,0,named-barrier,1,0.492476,0.492476,0.492476,59.617412,1.112071
13,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,5,0,0,named-barrier,1,0.495445,0.495445,0.495445,59.260075,1.118775
14,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,5,0,0,named-barrier,1,0.495684,0.495684,0.495684,59.231511,1.119315
15,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.498108,0.498108,0.498108,58.943329,1.124788
16,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,7,0,0,named-barrier,1,0.498825,0.498825,0.498825,58.858628,1.126407
17,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,0,0,named-barrier,1,0.502545,0.502545,0.502545,58.422877,1.134808
18,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.503603,0.503603,0.503603,58.300120,1.137197
19,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,0,0,named-barrier,1,0.503979,0.503979,0.503979,58.256688,1.138046
20,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,7,0,0,named-barrier,1,0.504218,0.504218,0.504218,58.229086,1.138585
21,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,7,0,0,named-barrier,1,0.512171,0.512171,0.512171,57.324891,1.156544
22,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,0,0,named-barrier,1,0.513434,0.513434,0.513434,57.183881,1.159396
23,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.513468,0.513468,0.513468,57.180084,1.159473
24,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,7,0,0,named-barrier,1,0.514219,0.514219,0.514219,57.096579,1.161169
25,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.514321,0.514321,0.514321,57.085211,1.161399
26,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.515447,0.515447,0.515447,56.960469,1.163942
27,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,5,0,0,named-barrier,1,0.516915,0.516915,0.516915,56.798732,1.167257
28,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,7,0,0,named-barrier,1,0.519441,0.519441,0.519441,56.522539,1.172961
29,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.519987,0.519987,0.519987,56.463172,1.174194
30,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.523708,0.523708,0.523708,56.062046,1.182596
31,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.534460,0.534460,0.534460,54.934215,1.206876
32,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,5,0,0,named-barrier,1,0.536542,0.536542,0.536542,54.721037,1.211577
33,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,7,0,0,named-barrier,1,0.547396,0.547396,0.547396,53.635963,1.236087
34,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.549205,0.549205,0.549205,53.459289,1.240172
35,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.553267,0.553267,0.553267,53.066811,1.249344
36,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,5,0,0,named-barrier,1,0.559343,0.559343,0.559343,52.490384,1.263064
37,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.577980,0.577980,0.577980,50.797849,1.305149
38,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.607812,0.607812,0.607812,48.304603,1.372513
39,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,0,0,named-barrier,1,0.676284,0.676284,0.676284,43.413921,1.527131
40,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.708847,0.708847,0.708847,41.419560,1.600663
41,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.719428,0.719428,0.719428,40.810363,1.624556
42,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.760695,0.760695,0.760695,38.596429,1.717742
43,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.764109,0.764109,0.764109,38.424016,1.725451
44,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.771584,0.771584,0.771584,38.051760,1.742330
45,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,9,0,0,named-barrier,1,0.775066,0.775066,0.775066,37.880830,1.750193
46,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.851490,0.851490,0.851490,34.480878,1.922768
47,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.933956,0.933956,0.933956,31.436299,2.108986
48,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,10,0,0,named-barrier,1,1.120836,1.120836,1.120836,26.194841,2.530984
1,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.509030,0.509030,0.509030,65.918326,1.000000
2,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.509918,0.509918,0.509918,65.803603,1.001744
3,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.514765,0.514765,0.514765,65.184008,1.011267
4,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.521182,0.521182,0.521182,64.381425,1.023873
5,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.521353,0.521353,0.521353,64.360351,1.024209
6,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,7,0,0,named-barrier,1,0.526199,0.526199,0.526199,63.767515,1.033729
7,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,7,0,0,named-barrier,1,0.531012,0.531012,0.531012,63.189557,1.043184
8,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.531593,0.531593,0.531593,63.120584,1.044325
9,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.531934,0.531934,0.531934,63.080078,1.044995
10,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.535177,0.535177,0.535177,62.697878,1.051366
11,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,0,0,named-barrier,1,0.536610,0.536610,0.536610,62.530367,1.054181
12,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.536917,0.536917,0.536917,62.494597,1.054785
13,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.539170,0.539170,0.539170,62.233475,1.059211
14,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.541833,0.541833,0.541833,61.927677,1.064442
15,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.544700,0.544700,0.544700,61.601705,1.070074
16,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.545553,0.545553,0.545553,61.505347,1.071750
17,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,6,0,0,named-barrier,1,0.559582,0.559582,0.559582,59.963400,1.099310
18,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.560196,0.560196,0.560196,59.897641,1.100517
19,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,7,0,0,named-barrier,1,0.563473,0.563473,0.563473,59.549312,1.106954
20,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,6,0,0,named-barrier,1,0.565453,0.565453,0.565453,59.340817,1.110844
21,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.566170,0.566170,0.566170,59.265688,1.112253
22,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,7,0,0,named-barrier,1,0.570812,0.570812,0.570812,58.783716,1.121372
23,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,7,0,0,named-barrier,1,0.574191,0.574191,0.574191,58.437762,1.128010
24,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.574327,0.574327,0.574327,58.423868,1.128277
25,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,9,0,0,named-barrier,1,0.575932,0.575932,0.575932,58.261128,1.131430
26,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.583578,0.583578,0.583578,57.497809,1.146451
27,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,7,0,0,named-barrier,1,0.586138,0.586138,0.586138,57.246681,1.151480
28,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.592077,0.592077,0.592077,56.672428,1.163148
29,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.592247,0.592247,0.592247,56.656104,1.163482
30,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.595354,0.595354,0.595354,56.360514,1.169585
31,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,6,0,0,named-barrier,1,0.603238,0.603238,0.603238,55.623833,1.185074
32,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,7,0,0,named-barrier,1,0.609963,0.609963,0.609963,55.010635,1.198285
33,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,6,0,0,named-barrier,1,0.628975,0.628975,0.628975,53.347806,1.235634
34,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,6,0,0,named-barrier,1,0.636075,0.636075,0.636075,52.752348,1.249583
35,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,7,0,0,named-barrier,1,0.649967,0.649967,0.649967,51.624828,1.276874
36,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.650547,0.650547,0.650547,51.578781,1.278013
37,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,6,0,0,named-barrier,1,0.671505,0.671505,0.671505,49.968995,1.319186
38,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.699187,0.699187,0.699187,47.990626,1.373567
39,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,6,0,0,named-barrier,1,0.700041,0.700041,0.700041,47.932124,1.375245
40,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,6,0,0,named-barrier,1,0.718711,0.718711,0.718711,46.686928,1.411923
1,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.535518,0.535518,0.535518,70.490152,1.000000
2,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,0,0,named-barrier,1,0.537839,0.537839,0.537839,70.185949,1.004334
3,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.540706,0.540706,0.540706,69.813779,1.009688
4,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.542925,0.542925,0.542925,69.528477,1.013831
5,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.544119,0.544119,0.544119,69.375822,1.016061
6,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.561254,0.561254,0.561254,67.257802,1.048058
7,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.569515,0.569515,0.569515,66.282293,1.063484
8,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.580096,0.580096,0.580096,65.073256,1.083243
9,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.587537,0.587537,0.587537,64.249116,1.097138
10,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,256,9,0,0,named-barrier,1,0.589517,0.589517,0.589517,64.033349,1.100835
11,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.595695,0.595695,0.595695,63.369245,1.112372
12,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.599791,0.599791,0.599791,62.936490,1.120020
13,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.612523,0.612523,0.612523,61.628303,1.143795
14,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.616926,0.616926,0.616926,61.188445,1.152017
15,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.624026,0.624026,0.624026,60.492289,1.165275
16,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.630955,0.630955,0.630955,59.827967,1.178214
17,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.633276,0.633276,0.633276,59.608687,1.182548
18,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.642833,0.642833,0.642833,58.722456,1.200395
19,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.649830,0.649830,0.649830,58.090135,1.213461
20,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.689391,0.689391,0.689391,54.756645,1.287335
21,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.706765,0.706765,0.706765,53.410604,1.319778
22,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.724821,0.724821,0.724821,52.080057,1.353495
23,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.755268,0.755268,0.755268,49.980566,1.410350
24,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.758886,0.758886,0.758886,49.742275,1.417106
